App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Avg_Polarity,Avg_Subjectivity,Review_Count
Helix Jump,GAME,4.2,1498648,33.0,100000000,Free,0.0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up,0.0996654802587348,0.4872210639607329,273
Candy Crush Saga,GAME,4.4,22428456,74.0,500000000,Free,0.0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,0.0310678654100529,0.4562927910052909,240
Granny,GAME,4.5,1137267,59.0,50000000,Free,0.0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,0.0646231638812587,0.5562993347603944,29
8 Ball Pool,GAME,4.5,14200344,52.0,100000000,Free,0.0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,0.0012520071606734,0.4913517369146038,219
Bowmasters,GAME,4.7,1535084,,50000000,Free,0.0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up,0.0614154493473992,0.5005483488208554,312
Color by Number – New Coloring Book,GAME,4.7,141529,24.0,5000000,Free,0.0,Everyone 10+,Board,"August 1, 2018",2.0.6,4.1 and up,0.168856336043836,0.5402294533544533,37
Extreme Car Driving Simulator,GAME,4.3,2251012,52.0,100000000,Free,0.0,Everyone,Racing,"May 3, 2018",4.17.2,4.0 and up,-0.0736111111111111,0.4527777777777777,2
Color Road,GAME,4.1,84911,71.0,10000000,Free,0.0,Everyone,Arcade,"July 19, 2018",2.5.0,4.1 and up,-0.0593567570353284,0.4540172570529713,37
Draw In,GAME,4.2,46416,73.0,10000000,Free,0.0,Everyone,Arcade,"July 23, 2018",1.0.8,4.1 and up,-0.1341666666666666,0.5825,1
Baseball Boy!,GAME,3.4,148177,78.0,10000000,Free,0.0,Everyone,Arcade,"July 27, 2018",1.7.2,4.1 and up,0.0122723971971413,0.4744802114272896,40
Episode - Choose Your Story,GAME,4.3,1841061,,50000000,Free,0.0,Teen,Simulation,"July 31, 2018",Varies with device,Varies with device,0.0802737743717096,0.4811471465662314,160
Hello Stars,GAME,4.6,101686,31.0,10000000,Free,0.0,Everyone,Puzzle,"August 4, 2018",1.8.2,4.1 and up,0.1683303719497749,0.4964208718313196,67
Helix Jump,GAME,4.2,1499373,33.0,100000000,Free,0.0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up,0.0996654802587348,0.4872210639607329,273
Flip the Gun - Simulator Game,GAME,4.2,195558,86.0,10000000,Free,0.0,Everyone,Arcade,"July 26, 2018",1.2,5.0 and up,-0.0083930652680652,0.4729878454878454,26
Harry Potter: Hogwarts Mystery,GAME,4.4,1107310,,10000000,Free,0.0,Teen,Adventure,"August 1, 2018",1.8.2,4.4 and up,0.0575605395088367,0.4856774694112312,54
Grim Soul: Dark Fantasy Survival,GAME,4.5,189773,95.0,5000000,Free,0.0,Teen,Role Playing,"July 18, 2018",1.1.1,4.1 and up,0.0523061286782201,0.5017646990789126,36
DRAGON BALL LEGENDS,GAME,4.6,337752,48.0,5000000,Free,0.0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,0.0995493397768312,0.5191072965821683,167
Disney Heroes: Battle Mode,GAME,4.6,102107,,5000000,Free,0.0,Everyone 10+,Strategy,"July 31, 2018",1.2.2,Varies with device,-0.005,0.3583333333333333,2
Homescapes,GAME,4.6,3093358,,10000000,Free,0.0,Everyone,Casual,"July 13, 2018",1.8.0.900,4.0.3 and up,0.0382526438630117,0.5245812840784173,52
Hero Hunters,GAME,4.4,70747,99.0,5000000,Free,0.0,Teen,Action,"July 31, 2018",1.7,4.4 and up,-0.0216671890031265,0.5063131914381914,30
Cooking Madness - A Chef's Restaurant Games,GAME,4.7,358817,49.0,10000000,Free,0.0,Everyone,Arcade,"July 30, 2018",1.2.2,4.1 and up,0.0135506449820065,0.5167562877384306,37
Dino War: Rise of Beasts,GAME,4.1,18996,81.0,1000000,Free,0.0,Teen,Strategy,"August 1, 2018",1.5.2,4.1 and up,0.0591370097421684,0.4520850082457225,27
Guns of Glory,GAME,4.0,120592,77.0,10000000,Free,0.0,Everyone 10+,Strategy,"July 31, 2018",2.0.2,4.0.3 and up,-0.1420604256854257,0.5351874996145829,40
Final Fantasy XV: A New Empire,GAME,4.0,484981,,10000000,Free,0.0,Everyone 10+,Strategy,"June 15, 2018",3.30.4.83,4.1 and up,-0.0235272791804636,0.511339249742269,32
Chapters: Interactive Stories,GAME,4.5,73539,96.0,1000000,Free,0.0,Mature 17+,Role Playing,"August 2, 2018",1.3.3,4.3 and up,0.1490450656838602,0.5032795723384645,38
Honkai Impact 3rd,GAME,4.7,59017,82.0,1000000,Free,0.0,Teen,Action,"July 3, 2018",2.2.1,4.3 and up,0.1014829802152094,0.5235471409602994,76
Farming Simulator 18,GAME,4.5,18125,15.0,100000,Paid,4.99,Everyone,Simulation;Education,"July 9, 2018",Varies with device,4.4 and up,0.0644671324046323,0.4933298715173715,39
Call of Duty:Black Ops Zombies,GAME,4.2,13004,46.0,100000,Paid,6.99,Teen,Action,"December 20, 2016",1.0.11,2.3.3 and up,-0.1621195023148147,0.442716049382716,3
DRAGON BALL LEGENDS,GAME,4.6,337913,48.0,5000000,Free,0.0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,0.0995493397768312,0.5191072965821683,167
Candy Crush Saga,GAME,4.4,22429716,74.0,500000000,Free,0.0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,0.0310678654100529,0.4562927910052909,240
Angry Birds 2,GAME,4.6,3883589,57.0,100000000,Free,0.0,Everyone,Casual,"July 26, 2018",2.21.1,4.1 and up,0.002282199760648,0.4962394358515047,29
8 Ball Pool,GAME,4.5,14200550,52.0,100000000,Free,0.0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,0.0012520071606734,0.4913517369146038,219
Fallout Shelter,GAME,4.6,2719142,25.0,10000000,Free,0.0,Teen,Simulation,"June 11, 2018",1.13.12,4.1 and up,0.1702321488233137,0.5136060292384971,32
Harry Potter: Hogwarts Mystery,GAME,4.4,1107197,,10000000,Free,0.0,Teen,Adventure,"August 1, 2018",1.8.2,4.4 and up,0.0575605395088367,0.4856774694112312,54
Best Fiends - Free Puzzle Game,GAME,4.6,1480189,,10000000,Free,0.0,Everyone,Casual,"August 2, 2018",5.8.1,Varies with device,0.3249999999999999,0.5375,1
Choices: Stories You Play,GAME,4.6,807338,93.0,10000000,Free,0.0,Teen,Simulation,"July 30, 2018",2.3.5,4.0.3 and up,0.0336784023386116,0.52632837418782,39
Game of Thrones: Conquest™,GAME,4.0,90218,97.0,1000000,Free,0.0,Teen,Strategy,"August 3, 2018",1.8.225278,6.0 and up,0.1988888888888889,0.4472222222222222,9
FINAL FANTASY BRAVE EXVIUS,GAME,4.6,745684,83.0,5000000,Free,0.0,Teen,Role Playing,"July 17, 2018",3.0.2,4.0.3 and up,0.07081548550701,0.5314801504552734,38
Fate/Grand Order (English),GAME,4.4,16601,55.0,500000,Free,0.0,Teen,Role Playing,"July 26, 2018",1.18.0,4.0 and up,0.0608809307012432,0.5285510635198135,20
Honkai Impact 3rd,GAME,4.7,59017,82.0,1000000,Free,0.0,Teen,Action,"July 3, 2018",2.2.1,4.3 and up,0.1014829802152094,0.5235471409602994,76
Dungeon Hunter Champions: Epic Online Action RPG,GAME,4.2,26247,,1000000,Free,0.0,Teen,Role Playing,"July 26, 2018",1.1.40,4.0.3 and up,-0.0342558078495578,0.4882782516755731,40
Candy Crush Saga,GAME,4.4,22430188,74.0,500000000,Free,0.0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,0.0310678654100529,0.4562927910052909,240
8 Ball Pool,GAME,4.5,14201891,52.0,100000000,Free,0.0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,0.0012520071606734,0.4913517369146038,219
Candy Crush Soda Saga,GAME,4.4,6199095,67.0,100000000,Free,0.0,Everyone,Casual,"July 10, 2018",1.118.4,4.1 and up,-0.0570793657164475,0.4813299893037414,166
Bubble Shooter,GAME,4.5,148945,46.0,10000000,Free,0.0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up,0.2536763602776534,0.5156595926423513,145
Clash Royale,GAME,4.6,23136735,97.0,100000000,Free,0.0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up,0.069157108697088,0.4892359508587355,165
Clash of Clans,GAME,4.6,44893888,98.0,100000000,Free,0.0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,0.0367556815629055,0.5339562645447385,33
Farm Heroes Saga,GAME,4.4,7614415,70.0,100000000,Free,0.0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up,-0.0118105318608159,0.4444343532729896,110
Block Puzzle,GAME,4.6,59907,7.8,5000000,Free,0.0,Everyone,Puzzle,"March 6, 2018",2.9,2.3 and up,0.0352213544049602,0.5367871126316935,154
Flow Free,GAME,4.3,1295625,11.0,100000000,Free,0.0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,0.0707686270933758,0.5201833408656908,154
Homescapes,GAME,4.6,3093932,,10000000,Free,0.0,Everyone,Casual,"July 13, 2018",1.8.0.900,4.0.3 and up,0.0382526438630117,0.5245812840784173,52
Cooking Fever,GAME,4.5,3198176,82.0,100000000,Free,0.0,Everyone,Arcade,"July 12, 2018",2.8.0,4.0.3 and up,-0.0423314426055936,0.477864596014649,135
Gardenscapes,GAME,4.6,4129665,,50000000,Free,0.0,Everyone,Casual,"July 13, 2018",2.6.2,4.0.3 and up,0.0195851379696963,0.5014648140223873,133
Fishdom,GAME,4.6,2158580,,10000000,Free,0.0,Everyone,Puzzle,"July 19, 2018",2.21.5,4.0.3 and up,0.0595148493038343,0.5635105308518095,123
Galaxy Attack: Alien Shooter,GAME,4.6,506593,,10000000,Free,0.0,Everyone,Arcade,"August 1, 2018",5.66,4.1 and up,0.077289750879303,0.4665821806717329,134
Granny,GAME,4.5,1138239,59.0,50000000,Free,0.0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,0.0646231638812587,0.5562993347603944,29
Dream League Soccer 2018,GAME,4.6,9883806,74.0,100000000,Free,0.0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up,-0.000518077601411,0.483123897707231,3
Fruits Bomb,GAME,4.4,74695,17.0,10000000,Free,0.0,Everyone,Casual,"July 6, 2018",3.3.3179,4.0.3 and up,0.20532335280753,0.5306104619712214,79
Angry Birds Classic,GAME,4.4,5566889,97.0,100000000,Free,0.0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,-0.0075373947642518,0.5348862663965559,273
Bowmasters,GAME,4.7,1535973,,50000000,Free,0.0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up,0.0614154493473992,0.5005483488208554,312
Hill Climb Racing,GAME,4.4,8923818,63.0,100000000,Free,0.0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up,0.0909991500098838,0.4986744997198817,44
Garena Free Fire,GAME,4.5,5476569,53.0,100000000,Free,0.0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up,0.071157869556908,0.4941331211427365,222
Doodle Jump,GAME,4.3,1083571,,50000000,Free,0.0,Everyone,Arcade,"July 20, 2018",Varies with device,Varies with device,0.1136300029060445,0.5181851050184384,90
Helix Jump,GAME,4.2,1500999,33.0,100000000,Free,0.0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up,0.0996654802587348,0.4872210639607329,273
Crossy Road,GAME,4.5,4230886,60.0,100000000,Free,0.0,Everyone,Action,"August 1, 2018",3.1.0,5.0 and up,0.2158512814584867,0.5298473893553813,91
Bowmasters,GAME,4.7,1535973,,50000000,Free,0.0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up,0.0614154493473992,0.5005483488208554,312
Dude Perfect 2,GAME,4.5,401425,70.0,10000000,Free,0.0,Everyone,Action,"April 12, 2017",1.6.1,4.0.3 and up,0.1169023559743807,0.5357966279447627,84
Alto's Adventure,GAME,4.6,515657,63.0,10000000,Free,0.0,Everyone,Action,"June 5, 2018",1.7.1,4.0 and up,0.0398269418282914,0.5261316988814583,175
DEER HUNTER 2018,GAME,4.3,955656,82.0,10000000,Free,0.0,Teen,Action,"June 26, 2018",5.1.2,3.0 and up,-0.3833333333333333,0.4333333333333333,3
DRAGON BALL LEGENDS,GAME,4.6,337913,48.0,5000000,Free,0.0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,0.0995493397768312,0.5191072965821683,167
DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468591,,50000000,Free,0.0,Mature 17+,Action,"July 23, 2018",Varies with device,Varies with device,0.0668182611832611,0.4852570346320346,125
Anger of stick 5 : zombie,GAME,4.5,549039,23.0,50000000,Free,0.0,Teen,Action,"August 3, 2018",1.1.5,2.3 and up,0.1194444444444444,0.5027777777777778,3
CATS: Crash Arena Turbo Stars,GAME,4.7,1559650,,50000000,Free,0.0,Everyone,Action,"July 9, 2018",2.11.1,4.1 and up,0.028953154691858,0.500371594394243,57
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381820,54.0,10000000,Free,0.0,Teen,Action,"March 14, 2017",3.1.1,3.0 and up,0.0223125676884839,0.5055597754758974,92
Extreme Match,GAME,4.5,696,,100000,Free,0.0,Everyone,Action,"July 5, 2018",1.1.7,4.1 and up,0.1944645487614237,0.4668513508096841,84
Agar.io,GAME,4.2,3816799,32.0,100000000,Free,0.0,Everyone,Action,"July 23, 2018",2.2.8,4.0.3 and up,-0.060602233380726,0.4597304866973984,136
Garena Free Fire,GAME,4.5,5476569,53.0,100000000,Free,0.0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up,0.071157869556908,0.4941331211427365,222
Battlelands Royale,GAME,4.4,105620,61.0,1000000,Free,0.0,Everyone 10+,Action,"July 16, 2018",0.5.8,4.1 and up,0.0404061948483241,0.5142119465462056,89
Arrow.io,GAME,4.5,343263,,10000000,Free,0.0,Everyone 10+,Action,"August 6, 2018",1.2.6,4.0.3 and up,0.0807381735588972,0.4566436925647451,95
BEYBLADE BURST app,GAME,4.5,216849,,10000000,Free,0.0,Everyone,Action;Action & Adventure,"July 16, 2018",Varies with device,Varies with device,-0.0139273959065625,0.4690503362378362,36
Dragon Hills,GAME,4.5,354373,66.0,10000000,Free,0.0,Everyone 10+,Action,"October 12, 2017",1.2.7,4.1 and up,0.0403405182780182,0.5521841287019859,15
DC Super Hero Girls™,GAME,4.3,43055,95.0,5000000,Free,0.0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up,0.3340090240641711,0.5733266488413546,102
Dinosaur Simulator: Dino World,GAME,4.0,26649,66.0,5000000,Free,0.0,Teen,Action,"August 5, 2018",1.2,4.2 and up,-0.0131410256410256,0.4054487179487179,13
GUNSHIP BATTLE: Helicopter 3D,GAME,4.3,2151039,75.0,50000000,Free,0.0,Teen,Action,"August 1, 2018",2.6.61,4.0.3 and up,0.0222259179575396,0.4579308390022675,34
Candy Crush Saga,GAME,4.4,22430188,74.0,500000000,Free,0.0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,0.0310678654100529,0.4562927910052909,240
Block Puzzle,GAME,4.6,59907,7.8,5000000,Free,0.0,Everyone,Puzzle,"March 6, 2018",2.9,2.3 and up,0.0352213544049602,0.5367871126316935,154
Helix Jump,GAME,4.2,1500622,33.0,100000000,Free,0.0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up,0.0996654802587348,0.4872210639607329,273
8 Ball Pool,GAME,4.5,14201604,52.0,100000000,Free,0.0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,0.0012520071606734,0.4913517369146038,219
Bubble Shooter,GAME,4.5,148990,46.0,10000000,Free,0.0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up,0.2536763602776534,0.5156595926423513,145
Bubble Shooter Genies,GAME,4.5,26985,41.0,5000000,Free,0.0,Everyone,Casual,"June 4, 2018",1.9.1,4.0.3 and up,0.0479884559884559,0.529732683982684,10
Blossom Blast Saga,GAME,4.5,1125438,63.0,10000000,Free,0.0,Everyone,Casual,"July 5, 2018",57.0.8,4.0.3 and up,0.0057144610790444,0.5138021835417669,36
Hill Climb Racing,GAME,4.4,8923847,63.0,100000000,Free,0.0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up,0.0909991500098838,0.4986744997198817,44
Bubble Shooter 2,GAME,4.3,23043,,5000000,Free,0.0,Everyone,Arcade,"July 25, 2018",3.5,4.1 and up,0.2848484848484848,0.5234848484848486,11
Candy Bomb,GAME,4.4,42145,20.0,10000000,Free,0.0,Everyone,Casual;Brain Games,"July 4, 2018",2.9.3181,4.0.3 and up,0.3274031986531986,0.6062394781144781,72
Flow Free,GAME,4.3,1295625,11.0,100000000,Free,0.0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,0.0707686270933758,0.5201833408656908,154
Gems or jewels ?,GAME,4.7,171448,13.0,10000000,Free,0.0,Teen,Puzzle,"August 3, 2018",1.0.109,4.0 and up,0.1402082003644503,0.4386378436378436,39
Angry Birds Rio,GAME,4.4,2610680,46.0,100000000,Free,0.0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up,-0.038924252279907,0.4715201068772497,39
Candy Crush Jelly Saga,GAME,4.3,1300619,78.0,50000000,Free,0.0,Everyone,Puzzle,"July 20, 2018",2.1.10,4.0 and up,-0.0923343575184328,0.4811245660731962,73
Cut the Rope FULL FREE,GAME,4.4,2123793,49.0,100000000,Free,0.0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up,0.0130677538872691,0.5702711808929921,28
Angry Birds Classic,GAME,4.4,5566908,97.0,100000000,Free,0.0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,-0.0075373947642518,0.5348862663965559,273
Best Fiends - Free Puzzle Game,GAME,4.6,1480182,,10000000,Free,0.0,Everyone,Casual,"August 2, 2018",5.8.1,Varies with device,0.3249999999999999,0.5375,1
Hill Climb Racing 2,GAME,4.6,2750645,,100000000,Free,0.0,Everyone,Racing,"August 2, 2018",1.17.2,4.2 and up,0.1621407674101837,0.4763280951585179,64
Fruit Block - Puzzle Legend,GAME,4.6,125647,33.0,10000000,Free,0.0,Everyone,Casual,"July 23, 2018",60,4.1 and up,-0.1833333333333333,0.3777777777777777,1
Bubble Shooter Space,GAME,4.2,4355,,1000000,Free,0.0,Everyone,Casual,"July 17, 2017",1.6,2.3 and up,0.1849305555555555,0.4974305555555556,24
1LINE – One Line with One Touch,GAME,4.6,214878,10.0,10000000,Free,0.0,Everyone,Board,"August 3, 2018",2.0.4,4.1 and up,0.196290299612668,0.5573153053087264,38
Bowmasters,GAME,4.7,1536349,,50000000,Free,0.0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up,0.0614154493473992,0.5005483488208554,312
Block Puzzle Classic Legend !,GAME,4.2,17044,4.9,5000000,Free,0.0,Everyone,Puzzle,"April 13, 2018",2.9,2.3.3 and up,0.1509069865319865,0.5360595538720538,72
DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468638,,50000000,Free,0.0,Mature 17+,Action,"July 23, 2018",Varies with device,Varies with device,0.0668182611832611,0.4852570346320346,125
Farm Heroes Saga,GAME,4.4,7614407,70.0,100000000,Free,0.0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up,-0.0118105318608159,0.4444343532729896,110
Dog Run - Pet Dog Simulator,GAME,4.7,48615,24.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up,0.1370985540334855,0.5067884322678843,73
Candy Bomb,FAMILY,4.4,42145,20.0,10000000,Free,0.0,Everyone,Casual;Brain Games,"July 4, 2018",2.9.3181,4.0.3 and up,0.3274031986531986,0.6062394781144781,72
Coloring & Learn,FAMILY,4.4,12753,51.0,5000000,Free,0.0,Everyone,Educational;Creativity,"July 17, 2018",1.49,4.0.3 and up,0.4138222687400318,0.6094258373205742,38
Educational Games 4 Kids,FAMILY,4.3,11618,39.0,5000000,Free,0.0,Everyone,Educational;Education,"April 3, 2018",2.4,4.1 and up,0.1943595257082099,0.4732344117870434,38
Candy Pop Story,FAMILY,4.7,12948,23.0,1000000,Free,0.0,Everyone,Casual;Brain Games,"May 24, 2018",2.0.3165,2.3 and up,0.0424151475694444,0.4787118055555555,40
Hello Kitty Nail Salon,FAMILY,4.2,369378,24.0,50000000,Free,0.0,Everyone,Casual;Pretend Play,"April 17, 2018",1.5,4.1 and up,0.0574480889480889,0.517986901986902,65
Candy Smash,FAMILY,4.5,11436,15.0,1000000,Free,0.0,Everyone,Casual;Brain Games,"April 17, 2018",2.2.3169,4.0.3 and up,0.1572673611111111,0.5162118055555556,40
Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150,20.0,500000,Free,0.0,Everyone,Casual;Brain Games,"February 1, 2018",1.0.3122,4.0.3 and up,0.0239227994227994,0.4539913419913419,25
Dog Run - Pet Dog Simulator,FAMILY,4.7,48615,24.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up,0.1370985540334855,0.5067884322678843,73
Coloring book moana,FAMILY,3.9,974,14.0,500000,Free,0.0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,0.1526515151515151,0.641540404040404,44
Baby Panda Care,FAMILY,4.2,108795,49.0,10000000,Free,0.0,Everyone,Educational;Pretend Play,"June 15, 2018",8.25.10.00,4.0.3 and up,0.1720189393939393,0.5404242424242424,50
Bubble Shooter,FAMILY,4.4,59843,20.0,5000000,Free,0.0,Everyone,Puzzle;Brain Games,"January 9, 2018",2.3.3122,2.3 and up,0.2536763602776534,0.5156595926423513,145
Baby puzzles,FAMILY,4.3,11950,19.0,5000000,Free,0.0,Everyone,Educational;Education,"July 12, 2018",6.1,4.0.3 and up,0.0794998427668992,0.5072541012452412,34
Garden Fruit Legend,FAMILY,4.6,4289,33.0,500000,Free,0.0,Everyone,Casual;Brain Games,"July 31, 2018",3.5.3183,4.0.3 and up,0.2427884615384615,0.5757478632478632,39
Barbie™ Fashion Closet,FAMILY,4.1,68286,85.0,10000000,Free,0.0,Everyone,Casual;Creativity,"July 30, 2018",1.3.7,4.1 and up,0.0486002886002885,0.4764935064935064,77
Candy Day,FAMILY,4.5,11716,48.0,1000000,Free,0.0,Everyone,Casual;Brain Games,"August 3, 2018",8.4.3180,4.0 and up,0.1924643640350876,0.4739181286549708,38
ABC Kids - Tracing & Phonics,FAMILY,4.5,36606,,10000000,Free,0.0,Everyone,Educational;Education,"June 22, 2018",Varies with device,4.0 and up,0.3677701727701727,0.5095799695799695,37
Barbie Magical Fashion,FAMILY,4.0,328619,15.0,10000000,Free,0.0,Everyone,Casual;Creativity,"October 6, 2017",2.2,4.1 and up,0.0847327647151235,0.5782083847305621,31
Farming Simulator 14,FAMILY,4.5,530854,51.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,"July 17, 2017",1.4.4,2.3.3 and up,0.0581279222547604,0.4874190787426081,17
Educational Games for Kids,FAMILY,4.5,7050,24.0,1000000,Free,0.0,Everyone,Educational;Education,"May 27, 2018",2.0,4.0 and up,0.3065564373897707,0.5136640211640212,36
Duolingo: Learn Languages Free,FAMILY,4.7,6294400,,100000000,Free,0.0,Everyone,Education;Education,"August 1, 2018",Varies with device,Varies with device,0.200407738095238,0.4702147530324614,240
Hot Wheels: Race Off,FAMILY,4.5,520609,,10000000,Free,0.0,Everyone,Racing;Action & Adventure,"June 28, 2018",Varies with device,4.4 and up,-0.0088388979076479,0.4903154791967291,20
Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432,63.0,100000,Free,0.0,Everyone 10+,Educational;Education,"July 27, 2018",1.0.89,4.4 and up,0.1951851851851851,0.3629629629629629,9
DisneyNOW – TV Shows & Games,FAMILY,4.3,82471,,5000000,Free,0.0,Everyone,Entertainment;Music & Video,"July 5, 2018",Varies with device,4.4 and up,0.2039919593979968,0.5351162186054476,63
Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4.6,29436,43.0,1000000,Free,0.0,Everyone,Educational;Education,"March 21, 2018",2.0.5.0,4.1 and up,0.3866666666666666,0.5466666666666667,1
Baby Panda’s Juice Shop,FAMILY,4.5,19230,45.0,5000000,Free,0.0,Everyone,Educational;Brain Games,"July 12, 2018",8.25.10.01,4.0.3 and up,0.1083333333333332,0.4916666666666667,3
Dr. Panda Restaurant 3,FAMILY,4.2,11126,91.0,1000000,Free,0.0,Everyone,Educational;Pretend Play,"March 23, 2018",1.6.4,4.1 and up,-0.0974677711993888,0.5161196258806553,34
Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,9652,53.0,1000000,Free,0.0,Everyone,Educational;Education,"July 16, 2018",2.0.7.4,4.1 and up,0.2857751257751257,0.4947191022191022,37
Happy Street,FAMILY,4.5,110877,,1000000,Free,0.0,Everyone 10+,Casual;Action & Adventure,"March 28, 2018",Varies with device,Varies with device,0.0535888178661616,0.5082602813852813,22
